customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure,Charges.Daily,Charges.Monthly,Charges.Total,Charges.Daily_range,Charges.Monthly_range,Charges.Total_range,tenure_range
3411-WLRSQ,Female,1,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,3,2.4866666666666664,74.6,239.05,2.0-2.5,70.0-80.0,0 - 396.0,0-12
3413-BMNZE,Male,1,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,1,1.5083333333333333,45.25,45.25,1.5-2.0,35.0-50.0,0 - 396.0,0-12
3413-CSSTH,Male,0,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,41,1.8566666666666667,55.7,2237.55,1.5-2.0,50.0-70.0,1389.0-3411.5,36-48
3413-DHLPB,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,60,3.4583333333333335,103.75,5969.95,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
3415-TAILE,Female,0,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,Yes,2,2.19,65.7,134.35,2.0-2.5,50.0-70.0,0 - 396.0,0-12
3417-TSCIC,Male,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,No,29,0.8283333333333334,24.85,788.05,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
3419-SNJJD,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes,65,3.5083333333333333,105.25,6786.4,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
3420-YJLQT,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,2,2.6516666666666664,79.55,151.75,2.5-3.0,70.0-80.0,0 - 396.0,0-12
3420-ZDBMA,Male,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,5,2.381666666666667,71.45,371.6,2.0-2.5,70.0-80.0,0 - 396.0,0-12
3422-GALYP,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,2,2.6483333333333334,79.45,145.15,2.5-3.0,70.0-80.0,0 - 396.0,0-12
3422-LYEPQ,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,2.3666666666666667,71.0,71.0,2.0-2.5,70.0-80.0,0 - 396.0,0-12
3422-WJOYD,Male,0,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,No,28,1.8116666666666668,54.35,1426.45,1.5-2.0,50.0-70.0,1389.0-3411.5,24-36
3423-HHXAO,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No,14,0.65,19.5,272.0,0 - 1.0,18.0-35.0,0 - 396.0,12-24
3424-NMNBO,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,Yes,58,3.628333333333333,108.85,6287.25,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
3426-NIYYL,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,15,1.7183333333333333,51.55,765.5,1.5-2.0,50.0-70.0,396.0-1142.5,12-24
3427-GGZZI,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,19,2.9699999999999998,89.1,1620.8,2.5-3.0,80.0-90.0,1389.0-3411.5,12-24
3428-MMGUB,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,No,60,2.985,89.55,5231.2,2.5-3.0,80.0-90.0,3779.0-8685.0,48-60
3428-XZMAZ,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,2.3116666666666665,69.35,69.35,2.0-2.5,50.0-70.0,0 - 396.0,0-12
3429-IFLEM,Female,0,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),No,71,2.578333333333333,77.35,5550.1,2.5-3.0,70.0-80.0,3779.0-8685.0,60+
3439-GVUSX,Male,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,1,0.8133333333333332,24.4,24.4,0 - 1.0,18.0-35.0,0 - 396.0,0-12
3440-JPSCL,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,6,3.3316666666666666,99.95,547.65,3.0-4.0,90.0-119.0,396.0-1142.5,0-12
3441-CGZJH,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,43,2.013333333333333,60.4,2640.55,2.0-2.5,50.0-70.0,1389.0-3411.5,36-48
3442-ZHHCC,Male,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),No,68,2.5633333333333335,76.9,5023.0,2.5-3.0,70.0-80.0,3779.0-8685.0,60+
3443-KUJWU,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,47,3.4699999999999998,104.1,5135.15,3.0-4.0,90.0-119.0,3779.0-8685.0,36-48
3445-HXXGF,Male,1,Yes,No,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,58,1.51,45.3,2651.2,1.5-2.0,35.0-50.0,1389.0-3411.5,48-60
3446-QDSZF,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),No,4,1.85,55.5,227.35,1.5-2.0,50.0-70.0,0 - 396.0,0-12
3450-WXOAT,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,46,1.5066666666666668,45.2,2065.15,1.5-2.0,35.0-50.0,1389.0-3411.5,36-48
3451-VAWLI,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,35,0.6566666666666666,19.7,730.4,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
3452-ABWRL,Male,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,47,2.868333333333333,86.05,3865.6,2.5-3.0,80.0-90.0,3779.0-8685.0,36-48
3452-FLHYD,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),No,25,0.6983333333333334,20.95,495.15,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
3452-GWUIN,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,19,3.165,94.95,1760.25,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
3452-SRFEG,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,49,2.4866666666666664,74.6,3720.35,2.0-2.5,70.0-80.0,3411.5-3779.0,48-60
3453-RTHJQ,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,6,2.3033333333333332,69.1,435.0,2.0-2.5,50.0-70.0,396.0-1142.5,0-12
3454-JFUBC,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),No,68,0.6666666666666666,20.0,1396.0,0 - 1.0,18.0-35.0,1389.0-3411.5,60+
3457-PQBYH,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,58,0.6766666666666666,20.3,1160.75,0 - 1.0,18.0-35.0,1142.5-1389.0,48-60
3458-IDMFK,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,25,0.6916666666666667,20.75,499.4,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
3460-TJBWI,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,24,0.8066666666666666,24.2,609.05,0 - 1.0,18.0-35.0,396.0-1142.5,12-24
3462-BJQQA,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,6,2.9916666666666667,89.75,552.65,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
3466-BYAVD,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,No,15,2.316666666666667,69.5,1071.4,2.0-2.5,50.0-70.0,396.0-1142.5,12-24
3466-RITXD,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,26,3.08,92.4,2349.8,3.0-4.0,90.0-119.0,1389.0-3411.5,24-36
3466-WAESX,Male,0,No,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,16,2.3033333333333332,69.1,1083.7,2.0-2.5,50.0-70.0,396.0-1142.5,12-24
3468-DRVQJ,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,No,10,2.3433333333333333,70.3,676.15,2.0-2.5,70.0-80.0,396.0-1142.5,0-12
3470-BTGQO,Male,0,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,21,1.5216666666666667,45.65,985.05,1.5-2.0,35.0-50.0,396.0-1142.5,12-24
3470-OBUET,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),No,67,2.466666666666667,74.0,4868.4,2.0-2.5,70.0-80.0,3779.0-8685.0,60+
3472-OAOOR,Male,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,No,19,1.165,34.95,610.2,1.0-1.5,18.0-35.0,396.0-1142.5,12-24
3472-QPRCH,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,40,0.8416666666666667,25.25,1006.9,0 - 1.0,18.0-35.0,396.0-1142.5,36-48
3473-XIIIT,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,16,3.3333333333333335,100.0,1534.75,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
3474-BAFSJ,Male,0,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,57,1.9166666666666667,57.5,3265.95,1.5-2.0,50.0-70.0,1389.0-3411.5,48-60
3481-JHUZH,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,41,2.675,80.25,3439.0,2.5-3.0,80.0-90.0,3411.5-3779.0,36-48
3482-ABPKK,Female,0,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,No,28,1.8099999999999998,54.3,1546.3,1.5-2.0,50.0-70.0,1389.0-3411.5,24-36
3485-REZCX,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),Yes,64,2.81,84.3,5289.05,2.5-3.0,80.0-90.0,3779.0-8685.0,60+
3486-HOOGQ,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),No,70,2.6566666666666667,79.7,5743.3,2.5-3.0,70.0-80.0,3779.0-8685.0,60+
3486-KHMLI,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,21,0.8233333333333334,24.7,467.15,0 - 1.0,18.0-35.0,396.0-1142.5,12-24
3486-NPGST,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,36,0.6516666666666667,19.55,620.75,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
3487-EARAT,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),No,70,2.4699999999999998,74.1,5222.3,2.0-2.5,70.0-80.0,3779.0-8685.0,60+
3488-PGMQJ,Male,1,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,8,2.4833333333333334,74.5,606.55,2.0-2.5,70.0-80.0,396.0-1142.5,0-12
3489-HHPFY,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,2,2.8016666666666667,84.05,134.05,2.5-3.0,80.0-90.0,0 - 396.0,0-12
3489-VSFRD,Female,0,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),No,56,2.0083333333333333,60.25,3282.75,2.0-2.5,50.0-70.0,1389.0-3411.5,48-60
3494-JCHRQ,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,2.335,70.05,70.05,2.0-2.5,70.0-80.0,0 - 396.0,0-12
3496-LFSZU,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,4,2.35,70.5,294.2,2.0-2.5,70.0-80.0,0 - 396.0,0-12
3498-LZGQZ,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,63,0.6383333333333333,19.15,1177.05,0 - 1.0,18.0-35.0,1142.5-1389.0,60+
3500-NSDOA,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),No,68,2.36,70.8,4859.95,2.0-2.5,70.0-80.0,3779.0-8685.0,60+
3500-RMZLT,Female,1,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,Yes,15,3.21,96.3,1426.75,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
3503-TYDAY,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,43,2.6816666666666666,80.45,3398.9,2.5-3.0,80.0-90.0,1389.0-3411.5,36-48
3506-LCJDC,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),Yes,1,0.6649999999999999,19.95,19.95,0 - 1.0,18.0-35.0,0 - 396.0,0-12
3506-OVLKD,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,35,0.8733333333333333,26.2,954.9,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
3507-GASNP,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,60,0.6649999999999999,19.95,1189.9,0 - 1.0,18.0-35.0,1142.5-1389.0,48-60
3508-CFVZL,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No,71,3.71,111.3,7985.9,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
3508-VLHCZ,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,71,3.018333333333333,90.55,6239.05,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
3509-GWQGF,Male,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,24,2.3333333333333335,70.0,1732.6,2.0-2.5,70.0-80.0,1389.0-3411.5,12-24
3511-APPBJ,Male,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),No,23,3.3316666666666666,99.95,2292.75,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
3511-BFTJW,Male,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),No,72,1.2833333333333334,38.5,2763.0,1.0-1.5,35.0-50.0,1389.0-3411.5,60+
3512-IZIKN,Female,0,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),Yes,70,2.1766666666666667,65.3,4759.75,2.0-2.5,50.0-70.0,3779.0-8685.0,60+
3518-FSTWG,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,3.6516666666666664,109.55,7920.7,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
3518-PZXZQ,Female,0,Yes,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,No,1,1.8433333333333333,55.3,55.3,1.5-2.0,50.0-70.0,0 - 396.0,0-12
3519-ZKXGG,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,3,2.5283333333333333,75.85,256.6,2.5-3.0,70.0-80.0,0 - 396.0,0-12
3520-FJGCV,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,3.753333333333333,112.6,8126.65,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
3521-HTQTV,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,34,0.87,26.1,980.35,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
3521-MNKLV,Male,0,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No,24,1.6566666666666667,49.7,1167.8,1.5-2.0,35.0-50.0,1142.5-1389.0,12-24
3521-SYVOR,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,37,2.158333333333333,64.75,2345.2,2.0-2.5,50.0-70.0,1389.0-3411.5,36-48
3522-CDKHF,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,32,2.5166666666666666,75.5,2324.7,2.5-3.0,70.0-80.0,1389.0-3411.5,24-36
3523-BRGUW,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,26,0.6433333333333333,19.3,504.2,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
3523-QRQLL,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,22,2.316666666666667,69.5,1498.2,2.0-2.5,50.0-70.0,1389.0-3411.5,12-24
3524-WQDSG,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,43,3.31,99.3,4209.95,3.0-4.0,90.0-119.0,3779.0-8685.0,36-48
3525-DVKFN,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,17,0.6466666666666666,19.4,358.05,0 - 1.0,18.0-35.0,0 - 396.0,12-24
3528-HFRIQ,Male,1,Yes,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,71,1.7433333333333332,52.3,3765.05,1.5-2.0,50.0-70.0,3411.5-3779.0,60+
3530-CRZSB,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,7,0.6883333333333332,20.65,155.9,0 - 1.0,18.0-35.0,0 - 396.0,0-12
3530-VWVGU,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,22,0.6633333333333333,19.9,400.3,0 - 1.0,18.0-35.0,396.0-1142.5,12-24
3533-UVMOM,Male,0,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),No,68,2.365,70.95,4741.45,2.0-2.5,70.0-80.0,3779.0-8685.0,60+
3536-IQCTX,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,32,2.8433333333333333,85.3,2661.1,2.5-3.0,80.0-90.0,1389.0-3411.5,24-36
3537-HPKQT,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,55,2.591666666666667,77.75,4266.4,2.5-3.0,70.0-80.0,3779.0-8685.0,48-60
3537-RYBHH,Female,1,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),No,47,2.2483333333333335,67.45,3252.0,2.0-2.5,50.0-70.0,1389.0-3411.5,36-48
3538-WZPHD,Male,0,No,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,3,0.9866666666666667,29.6,79.45,0 - 1.0,18.0-35.0,0 - 396.0,0-12
3540-RZJYU,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,Yes,15,2.8733333333333335,86.2,1270.2,2.5-3.0,80.0-90.0,1142.5-1389.0,12-24
3541-ZNUHK,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,55,2.8366666666666664,85.1,4600.95,2.5-3.0,80.0-90.0,3779.0-8685.0,48-60
3544-FBCAS,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,2.7866666666666666,83.6,5959.3,2.5-3.0,80.0-90.0,3779.0-8685.0,60+
3545-CNWRG,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,49,3.2783333333333333,98.35,4889.2,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
3546-GHEAE,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,7,0.6483333333333333,19.45,165.35,0 - 1.0,18.0-35.0,0 - 396.0,0-12
3547-LQRIK,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,No,47,0.8966666666666666,26.9,1250.85,0 - 1.0,18.0-35.0,1142.5-1389.0,36-48
3549-ZTMNH,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,12,0.8,24.0,269.65,0 - 1.0,18.0-35.0,0 - 396.0,0-12
3550-SAHFP,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,33,2.7783333333333333,83.35,2757.85,2.5-3.0,80.0-90.0,1389.0-3411.5,24-36
3551-GAEGL,Male,0,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,34,1.0133333333333332,30.4,938.65,1.0-1.5,18.0-35.0,396.0-1142.5,24-36
3551-HUAZH,Male,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,2.48,74.4,74.4,2.0-2.5,70.0-80.0,0 - 396.0,0-12
3552-CTCYF,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,63,3.493333333333333,104.8,6597.25,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
3556-BVQGL,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No,20,0.6666666666666666,20.0,416.45,0 - 1.0,18.0-35.0,396.0-1142.5,12-24
3557-HTYWR,Female,0,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,No,47,2.4683333333333333,74.05,3496.3,2.0-2.5,70.0-80.0,3411.5-3779.0,36-48
3563-SVYLG,Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),No,68,2.0883333333333334,62.65,4375.8,2.0-2.5,50.0-70.0,3779.0-8685.0,60+
3565-UNOCC,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,29,3.3016666666666667,99.05,2952.85,3.0-4.0,90.0-119.0,1389.0-3411.5,24-36
3566-CAAYU,Female,0,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,No,64,1.6616666666666666,49.85,3210.35,1.5-2.0,35.0-50.0,1389.0-3411.5,60+
3566-HJGPK,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,1,1.5183333333333333,45.55,45.55,1.5-2.0,35.0-50.0,0 - 396.0,0-12
3566-VVORZ,Female,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,12,1.53,45.9,505.95,1.5-2.0,35.0-50.0,396.0-1142.5,0-12
3567-PQTSO,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,53,3.5083333333333333,105.25,5576.3,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
3569-EDBPQ,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,No,24,2.8116666666666665,84.35,1938.05,2.5-3.0,80.0-90.0,1389.0-3411.5,12-24
3569-JFODW,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,72,3.0316666666666667,90.95,6652.45,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
3569-VLDHH,Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,No,66,2.503333333333333,75.1,5013.0,2.5-3.0,70.0-80.0,3779.0-8685.0,60+
3570-YUEKJ,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,42,1.6516666666666666,49.55,2077.95,1.5-2.0,35.0-50.0,1389.0-3411.5,36-48
3571-DPYUH,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),No,58,3.1566666666666667,94.7,5430.35,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
